asset_id,title,description,keywords,library,category,subcategory,status,upload_by,upload_date,last_updated_by,last_update_date,admin_notes,bit_rate,dload_file_type,dload_resolution,dload_size
2959&libid=1&pageindex=46&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Man showing woman smartphone outside of house on b,,"Environmental, Contemporary, Modern, Smartphone, Technology",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/26/2013,Brittany,3/25/2015,,,JPEG,300 dpi,8.1mb
2960&libid=1&pageindex=95&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,White Tile Pattern,,Imagery,Qualcomm,Photography,Textures,,,Alex BenBassat,12/26/2013,Brittany,3/26/2015,,,JPEG,300 dpi,9.9mb
2961&libid=1&pageindex=41&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Green Plants,,"Environmental, Imagery, Real",Qualcomm,Photography,Textures,,,Alex BenBassat,12/26/2013,Elysia,11/11/2014,,,JPEG,300 dpi,22.4mb
2962&libid=1&pageindex=60&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Outdoor Plants,,"Environmental, Imagery",Qualcomm,Photography,Textures,,,Alex BenBassat,12/26/2013,Elysia,11/11/2014,,,JPEG,300 dpi,19.1mb
2963&libid=1&pageindex=32&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Concrete with Holes,"","Imagery, Solid",Qualcomm,Photography,Textures,,,Alex BenBassat,12/26/2013,Brittany,10/6/2014,"",,JPEG,300 dpi,16.1mb
2964&libid=1&pageindex=32&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Concrete Pattern,,"Imagery, Solid",Qualcomm,Photography,Textures,,,Alex BenBassat,12/26/2013,Brittany,10/6/2014,,,JPEG,300 dpi,19.5mb
2965&libid=1&pageindex=41&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Grey Concrete,,"Imagery, Solid",Qualcomm,Photography,Textures,,,Alex BenBassat,12/26/2013,Elysia,11/11/2014,,,JPEG,300 dpi,24.6mb
2966&libid=1&pageindex=28&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Basket weave detail with shadow,Texture shot,,Qualcomm,Photography,Textures,,,Alex BenBassat,12/26/2013,Brittany,10/6/2014,,,JPEG,300 dpi,20.6mb
2967&libid=1&pageindex=28&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Basket Weave,,Imagery,Qualcomm,Photography,Textures,,,Alex BenBassat,12/26/2013,Brittany,10/6/2014,,,JPEG,300 dpi,20.4mb
2968&libid=1&pageindex=31&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Concrete Detail,"","Imagery, Solid",Qualcomm,Photography,Textures,,,Alex BenBassat,12/26/2013,Brittany,10/6/2014,"",,JPEG,300 dpi,18.4mb
2969&libid=1&pageindex=101&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Wood Floor,,,Qualcomm,Photography,Textures,,,Alex BenBassat,12/26/2013,Elysia,11/10/2014,,,JPEG,300 dpi,21.3mb
2970&libid=1&pageindex=2&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Aged Wood,"","Environmental, Imagery",Qualcomm,Photography,Textures,,,Alex BenBassat,12/26/2013,Brittany,10/6/2014,"",,JPEG,300 dpi,9.4mb
2971&libid=1&pageindex=29&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Brown Carpet with Square Pattern,,"Imagery, Shape",Qualcomm,Photography,Textures,,,Alex BenBassat,12/26/2013,Brittany,10/6/2014,,,JPEG,300 dpi,20.8mb
2972&libid=1&pageindex=29&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Brick Photo,,"Imagery, Solid",Qualcomm,Photography,Textures,,,Alex BenBassat,12/26/2013,Brittany,10/6/2014,,,JPEG,300 dpi,16mb
2973&libid=1&pageindex=32&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Concrete Floor,,"Imagery, Variation",Qualcomm,Photography,Textures,,,Alex BenBassat,12/26/2013,Brittany,10/6/2014,,,JPEG,300 dpi,20.9mb
2974&libid=1&pageindex=101&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Yellow Yarn,,"Imagery, Shape",Qualcomm,Photography,Textures,,,Alex BenBassat,12/26/2013,Elysia,11/10/2014,,,JPEG,300 dpi,9.8mb
2975&libid=1&pageindex=34&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Cotton,"",Imagery,Qualcomm,Photography,Textures,,,Alex BenBassat,12/26/2013,Brittany,10/6/2014,"",,JPEG,300 dpi,6.5mb
2976&libid=1&pageindex=101&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Yarn,,"Line, Imagery",Qualcomm,Photography,Textures,,,Alex BenBassat,12/26/2013,Elysia,11/10/2014,,,JPEG,300 dpi,8.2mb
2977&libid=1&pageindex=101&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Wood Detail,,"Environmental, Imagery",Qualcomm,Photography,Textures,,,Alex BenBassat,12/26/2013,Elysia,11/10/2014,,,JPEG,300 dpi,9.2mb
2978&libid=1&pageindex=101&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Wood texture,,"Environmental, Imagery, Shape",Qualcomm,Photography,Textures,,,Alex BenBassat,12/26/2013,Elysia,11/10/2014,,,JPEG,300 dpi,14mb
2980&libid=1&pageindex=101&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Wood closeup,,"Environmental, Imagery",Qualcomm,Photography,Textures,,,Alex BenBassat,12/26/2013,Elysia,11/10/2014,,,JPEG,300 dpi,8.5mb
2981&libid=1&pageindex=101&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Wood detail view,,"Environmental, Imagery",Qualcomm,Photography,Textures,,,Alex BenBassat,12/26/2013,Elysia,11/10/2014,,,JPEG,300 dpi,9.5mb
2993&libid=1&pageindex=92&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Template_1_Column_BLUE,"The Qualcomm font is required when working with this template, which can be downloaded here.",,Qualcomm,Templates,Qualcomm Letterhead,,,Katrina,2/18/2014,Luisa,1/15/2016,,,DOC,150 dpi,128kb
2994&libid=1&pageindex=92&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Template_2_Column_BLUE,"The Qualcomm font is required when working with this template, which can be downloaded here.",Template,Qualcomm,Templates,Qualcomm Letterhead,,,Katrina,2/18/2014,Luisa,1/15/2016,,,DOC,150 dpi,128kb
2995&libid=1&pageindex=92&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Template_3_Column_BLUE,"The Qualcomm font is required when working with this template, which can be downloaded here.",Template,Qualcomm,Templates,Qualcomm Letterhead,,,Katrina,2/18/2014,Luisa,1/15/2016,,,DOC,150 dpi,128kb
2996&libid=1&pageindex=92&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Template_1_Column_PURPLE,"The Qualcomm font is required when working with this template, which can be downloaded here.",Template,Qualcomm,Templates,Qualcomm Letterhead,,,Katrina,2/18/2014,Luisa,1/15/2016,,,DOC,150 dpi,128kb
2997&libid=1&pageindex=92&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Template_2_Column_PURPLE,"The Qualcomm font is required when working with this template, which can be downloaded here.",Template,Qualcomm,Templates,Qualcomm Letterhead,,,Katrina,2/18/2014,Luisa,1/15/2016,,,DOC,150 dpi,128kb
2998&libid=1&pageindex=92&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Template_3_Column_PURPLE,"The Qualcomm font is required when working with this template, which can be downloaded here.",Template,Qualcomm,Templates,Qualcomm Letterhead,,,Katrina,2/18/2014,Luisa,1/15/2016,,,DOC,150 dpi,128kb
3002&libid=1&pageindex=89&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,QualcommPPT_temp_internalonly_111813,,,Qualcomm,Templates,Environmental,,,Super Admin,2/24/2014,Super Admin,2/24/2014,,,ZIP,N/A,152kb
3003&libid=1&pageindex=78&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,QC_wallpapers,Qualcomm brand wallpapers and backgrounds in various screen dimensions and colors for desktop use.,"Template, Background",Qualcomm,Templates,Desktop,,,Katrina,3/3/2014,Elysia,11/12/2014,,,ZIP,N/A,5.5mb
3006&libid=1&pageindex=84&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Qualcomm solid brand colors,Solid color specifications for Qualcomm brand colors.,"Illustrator, Color, Template",Qualcomm,Brand Elements,Color pallete | old,,,Katrina,3/12/2014,Katrina,3/12/2014,,,AI,N/A,133kb
3007&libid=1&pageindex=84&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Qualcomm solid brand colors - PDF,,"Color, Template",Qualcomm,Brand Elements,Color pallete | old,,,Katrina,3/12/2014,Katrina,3/12/2014,,,PDF,150 dpi,180kb
3011&libid=1&pageindex=78&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,QCE_Letterhead,"Qualcomm Connected Experiences, Inc. letterhead.NOTE: The Qualcomm font is required when working with this template which can be downloaded here.",Template,Qualcomm,Templates,Qualcomm Letterhead,,,Katrina,3/13/2014,Elysia,11/12/2014,,,DOCX,150 dpi,41kb
3012&libid=1&pageindex=80&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,QTI_Letterhead,"Qualcomm Technologies, Inc. letterhead.NOTE: The Qualcomm font is required when working with this template, which can be downloaded here.",Template,Qualcomm,Templates,Qualcomm Letterhead,,,Katrina,3/13/2014,Elysia,11/12/2014,,,DOCX,150 dpi,85kb
3013&libid=1&pageindex=36&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Diagrams_description chart_2014,Chart of the diagrams' descriptions,"Diagram, Capabilities, Core, Accent, Icon",Qualcomm,Brand Elements,Icons | old,,,Katrina,4/3/2014,Brittany,8/20/2015,,,PDF,150 dpi,230kb
3014&libid=1&pageindex=32&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Core diagrams_PNG,Zip file of the core set of diagrams in PNG and positive form,"Diagram, Icon, Core, Positive",Qualcomm,Brand Elements,Icons | old,,,Katrina,4/22/2014,Brittany,8/20/2015,,,ZIP,N/A,355kb
3016&libid=1&pageindex=2&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Accent Diagrams_PNG,Zip file of the Accent diagrams in PNG format,,Qualcomm,Brand Elements,Icons | old,,,Katrina,5/14/2014,Brittany,8/20/2015,,,ZIP,N/A,47kb
3017&libid=1&pageindex=30&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Capabilities Diagrams_PNG,Zip file of the Capabilities set of diagrams in PNG format,,Qualcomm,Brand Elements,Icons | old,,,Katrina,5/14/2014,Brittany,8/20/2015,,,ZIP,N/A,230kb
3018&libid=1&pageindex=42&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Identifiers_PNG,Zip file of the Identifier set of diagrams in PNG format,,Qualcomm,Brand Elements,Icons | old,,,Katrina,5/14/2014,Brittany,8/20/2015,,,ZIP,N/A,197kb
3020&libid=1&pageindex=2&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Accents_thumbnail_3020.gif,,,Qualcomm,Brand Elements,Icons | old,,,Katrina,7/22/2014,Brittany,8/20/2015,,,GIF,72 dpi,7kb
3024&libid=1&pageindex=79&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,QCIcons_March2014,,,Qualcomm,Brand Elements,Icons | old,,,Super Admin,7/31/2014,Brittany,8/20/2015,,,PPTX,N/A,3.1mb
3025&libid=1&pageindex=84&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Qualcomm Web Fonts,"Web version of Qualcomm Office in its various weights.
The Qualcomm typeface is for use by employees and agencies registered on the Qualcomm Brand Portal.",,Qualcomm,Brand Elements,Fonts,,,Luisa,8/14/2014,Luisa,8/18/2014,Terms of the Qualcomm Font End-User License Agreement may be viewed here.,,ZIP,N/A,4.3mb
3026&libid=1&pageindex=18&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,AllPlay_Multi_room_View_couple_3026.jpg,,AllPlay,Qualcomm,Photography,Products/Technologies,,,Gavin,8/20/2014,Brittany,3/26/2015,,,JPEG,300 dpi,51.7mb
3067&libid=1&pageindex=9&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,AllPlay_couple1_3067.jpg,,AllPlay,Qualcomm,Photography,Products/Technologies,,,Gavin,8/20/2014,Brittany,3/26/2015,,,JPEG,300 dpi,45.2mb
3068&libid=1&pageindex=9&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,AllPlay_couple2_3068.jpg,,AllPlay,Qualcomm,Photography,Products/Technologies,,,Gavin,8/20/2014,Brittany,3/26/2015,,,JPEG,300 dpi,53.4mb
3069&libid=1&pageindex=16&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Allplay_Living_Room1_3069.jpg,,AllPlay,Qualcomm,Photography,Products/Technologies,,,Gavin,8/20/2014,Brittany,3/26/2015,,,JPEG,300 dpi,47.2mb
3070&libid=1&pageindex=19&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Allplay_Multi_Room1_3070.jpg,,AllPlay,Qualcomm,Photography,Products/Technologies,,,Gavin,8/20/2014,Brittany,3/26/2015,,,JPEG,300 dpi,40mb
3071&libid=1&pageindex=19&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,AllPlay_Multi_Room2_3071.jpg,,AllPlay,Qualcomm,Photography,Products/Technologies,,,Gavin,8/20/2014,Brittany,3/26/2015,,,JPEG,300 dpi,47.8mb
3072&libid=1&pageindex=19&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,AllPlay_multi_Room3_3072.jpg,,AllPlay,Qualcomm,Photography,Products/Technologies,,,Gavin,8/20/2014,Brittany,3/26/2015,,,JPEG,300 dpi,41mb
3073&libid=1&pageindex=20&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,AllPlay_outdoor1_3073.jpg,,AllPlay,Qualcomm,Photography,Products/Technologies,,,Gavin,8/20/2014,Brittany,3/26/2015,,,JPEG,300 dpi,66.3mb
3074&libid=1&pageindex=20&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Allplay_over_shoulder1_3074.jpg,,AllPlay,Qualcomm,Photography,Products/Technologies,,,Gavin,8/20/2014,Brittany,3/26/2015,,,JPEG,300 dpi,39.8mb
3075&libid=1&pageindex=20&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Allplay_Over_shoulder2_3075.jpg,,AllPlay,Qualcomm,Photography,Products/Technologies,,,Gavin,8/20/2014,Brittany,3/26/2015,,,JPEG,300 dpi,28.6mb
3076&libid=1&pageindex=20&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,AllPlay_Over_shoulder3_3076.jpg,,AllPlay,Qualcomm,Photography,Products/Technologies,,,Gavin,8/20/2014,Brittany,3/26/2015,,,JPEG,300 dpi,56.8mb
3081&libid=1&pageindex=42&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,IOE_bedroom_Blood_Pressure1_3081.jpg,,IoE,Qualcomm,Photography,Products/Technologies,,,Gavin,8/20/2014,Brittany,3/26/2015,,,JPEG,300 dpi,43.3mb
3083&libid=1&pageindex=42&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,IOE_Entry_Way_3083.jpg,,IoE,Qualcomm,Photography,Products/Technologies,,,Gavin,8/20/2014,Elysia,11/11/2014,,,JPEG,300 dpi,53.5mb
3084&libid=1&pageindex=43&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,IOE_kitchen1_3084.jpg,,IoE,Qualcomm,Photography,Products/Technologies,,,Gavin,8/20/2014,Elysia,11/11/2014,,,JPEG,300 dpi,56.5mb
3085&libid=1&pageindex=43&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,IOE_kitchen2_3085.jpg,,IoE,Qualcomm,Photography,Products/Technologies,,,Gavin,8/20/2014,Elysia,11/11/2014,,,JPEG,300 dpi,56.5mb
3086&libid=1&pageindex=43&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,IOE_kitchen3_3086.jpg,,IoE,Qualcomm,Photography,Products/Technologies,,,Gavin,8/20/2014,Elysia,11/11/2014,,,JPEG,300 dpi,53.6mb
3087&libid=1&pageindex=43&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,IOE_kitchen4_3087.jpg,,IoE,Qualcomm,Photography,Products/Technologies,,,Gavin,8/20/2014,Elysia,11/11/2014,,,JPEG,300 dpi,41.5mb
3088&libid=1&pageindex=43&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,IOE_Laundry_Room1_3088.jpg,,IoE,Qualcomm,Photography,Products/Technologies,,,Gavin,8/20/2014,Elysia,11/11/2014,,,JPEG,300 dpi,29.2mb
3089&libid=1&pageindex=43&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,IOE_Laundry_Room2_3089.jpg,,IoE,Qualcomm,Photography,Products/Technologies,,,Gavin,8/20/2014,Elysia,11/11/2014,,,JPEG,300 dpi,29.3mb
3090&libid=1&pageindex=43&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,IOE_looking_at_TV1_3090.jpg,,IoE,Qualcomm,Photography,Products/Technologies,,,Gavin,8/20/2014,Elysia,11/11/2014,,,JPEG,300 dpi,45.5mb
3091&libid=1&pageindex=43&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,IOE_looking_at_TV2_3091.jpg,,IoE,Qualcomm,Photography,Products/Technologies,,,Gavin,8/20/2014,Elysia,11/11/2014,,,JPEG,300 dpi,43mb
3093&libid=1&pageindex=93&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Vuforia_car_and_tablet_3093.jpg,,Vuforia,Qualcomm,Photography,Products/Technologies,,,Gavin,8/20/2014,Elysia,11/11/2014,,,JPEG,300 dpi,51.3mb
3094&libid=1&pageindex=94&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Vuforia_electronic_store_1_3094.jpg,,Vuforia,Qualcomm,Photography,Products/Technologies,,,Gavin,8/20/2014,Elysia,11/11/2014,,,JPEG,300 dpi,44.7mb
3095&libid=1&pageindex=94&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Vuforia_Father_daughter_on_book_3095.jpg,,Vuforia,Qualcomm,Photography,Products/Technologies,,,Gavin,8/20/2014,Elysia,11/11/2014,,,JPEG,300 dpi,28.5mb
3096&libid=1&pageindex=94&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Vuforia_Hero_Woman_modified_1_3096.jpg,,Vuforia,Qualcomm,Photography,Products/Technologies,,,Gavin,8/20/2014,Elysia,11/11/2014,,,JPEG,300 dpi,50.6mb
3097&libid=1&pageindex=94&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Vuforia_Hero_Woman_3097.jpg,,Vuforia,Qualcomm,Photography,Products/Technologies,,,Gavin,8/20/2014,Elysia,11/11/2014,,,JPEG,300 dpi,47.3mb
3098&libid=1&pageindex=94&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Vuforia_mobile_phone_poster_3098.jpg,,Vuforia,Qualcomm,Photography,Products/Technologies,,,Gavin,8/20/2014,Brittany,3/26/2015,,,JPEG,300 dpi,52.8mb
3099&libid=1&pageindex=94&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Vuforia_mother_and_daughter_3099.jpg,,Vuforia,Qualcomm,Photography,Products/Technologies,,,Gavin,8/20/2014,Brittany,3/26/2015,,,JPEG,300 dpi,32.6mb
3100&libid=1&pageindex=94&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Vuforia_mother_and_daughter_3099.jpg,,Vuforia,Qualcomm,Photography,Products/Technologies,,,Gavin,8/20/2014,Brittany,3/26/2015,,,JPEG,300 dpi,32.6mb3100,Vuforia_product_vision__3100.jpg,,Vuforia,Qualcomm,Photography,Products/Technologies,,,Gavin,8/20/2014,Brittany,3/26/2015,,,JPEG,300 dpi,30.3mb
3101,Vuforia_Product_vision2_3101.jpg,,Vuforia,Qualcomm,Photography,Products/Technologies,,,Gavin,8/20/2014,Brittany,3/26/2015,,,JPEG,300 dpi,58.4mb
3102,Vuforia_store_poster_3102.jpg,,Vuforia,Qualcomm,Photography,Products/Technologies,,,Gavin,8/20/2014,Brittany,3/26/2015,,,JPEG,300 dpi,60.7mb
3106,AllPlay_bedroom__3106.jpg,,AllPlay,Qualcomm,Photography,Products/Technologies,,,Gavin,9/4/2014,Brittany,3/25/2015,,,JPEG,300 dpi,46.1mb
3107,AllPlay_Hero_1_3107.jpg,,AllPlay,Qualcomm,Photography,Products/Technologies,,,Gavin,9/4/2014,Brittany,3/26/2015,,,JPEG,300 dpi,47.1mb
3108,AllPlay_Hero_3108.jpg,,AllPlay,Qualcomm,Photography,Products/Technologies,,,Gavin,9/4/2014,Brittany,3/26/2015,,,JPEG,300 dpi,53.6mb
3110,BW Test 0910 1,,,Qualcomm,Brand Elements,Qualcomm Logo,,,Super Admin,9/10/2014,Super Admin,9/10/2014,,,Photo EPS,96 dpi,8.1mb
3119,QSD_HorizontalLogo_CMYK.eps,"Qualcomm Snapdragon Logo - Horizontal, Full Color, CMYK","Snapdragon, Logo, Horizontal, CMYK, Color",Snapdragon,Logos,CMYK,,,Elysia,9/11/2014,Elysia,11/12/2014,,,EPS,N/A,741kb
3120,QSD_VerticalLogo_CMYK.eps,"Qualcomm Snapdragon Logo - Vertical, Full Color, CMYK",,Snapdragon,Logos,CMYK,,,Elysia,9/11/2014,Elysia,11/12/2014,,,EPS,N/A,895kb
3121,QSD_HorizontalLogo_CMYK_KO.eps,"Qualcomm Snapdragon Logo - Vertical, CMYK, Reversed Text, Full Color","Snapdragon, Logo, CMYK, Reverse, Text, Horizontal",Snapdragon,Logos,CMYK,,,Elysia,9/11/2014,Elysia,11/12/2014,,,EPS,N/A,729kb
3122,QSD_VerticalLogo_CMYK_KO.eps,"Qualcomm Snapdragon Logo - Vertical, CMYK, Reversed Text, Full Color","Snapdragon, Logo, Vertical, CMYK, Reverse, Text",Snapdragon,Logos,CMYK,,,Elysia,9/11/2014,Elysia,11/12/2014,,,EPS,N/A,876kb
3124,QSD_HorizontalLogo_1Color_Black.eps,"Qualcomm Snapdragon Logo - Horizontal, One Color, Black","Snapdragon, Logo, Horizontal, Black",Snapdragon,Logos,One Color,,,Elysia,9/11/2014,Elysia,8/24/2015,,,EPS,N/A,673kb
3125,QSD_VerticalLogo_1Color_Black.eps,"Qualcomm Snapdragon Logo - Vertical, One Color, Black","Snapdragon, Logo, Vertical, Black",Snapdragon,Logos,One Color,,,Elysia,9/11/2014,Elysia,11/12/2014,,,EPS,N/A,742kb
3126,QSD_HorizontalLogo_1Color_White.eps,"Qualcomm Snapdragon Logo - Horizontal, One Color, White","Snapdragon, Logo, Horizontal, White",Snapdragon,Logos,One Color,,,Elysia,9/11/2014,Elysia,11/12/2014,,,EPS,N/A,657kb
3128,QSD_VerticalLogo_1Color_White.eps,"Qualcomm Snapdragon Logo - Vertical, One Color, White","Snapdragon, Logo, Vertical, White",Snapdragon,Logos,One Color,,,Elysia,9/11/2014,Elysia,11/12/2014,,,EPS,N/A,711kb
3129,QSD_HorizontalLogo_Grayscale.eps,"Qualcomm Snapdragon Logo - Horizontal, Grayscale","Snapdragon, Logo, Grayscale, Horizontal",Snapdragon,Logos,Grayscale,,,Elysia,9/11/2014,Elysia,11/12/2014,,,EPS,N/A,710kb
3130,QSD_VerticalLogo_Grayscale.eps,"Qualcomm Snapdragon Logo - Vertical, Grayscale ","Snapdragon, Logo, Grayscale, Vertical",Snapdragon,Logos,Grayscale,,,Elysia,9/11/2014,Elysia,11/12/2014,,,EPS,N/A,792kb
3131,QSD_HorizontalLogo_Grayscale_KO.eps,"Qualcomm Snapdragon Logo - Horizontal, Grayscale, Reversed Text","Snapdragon, Logo, Grayscale, Reverse, Text",Snapdragon,Logos,Grayscale,,,Elysia,9/11/2014,Elysia,11/12/2014,,,EPS,N/A,697kb
3132,QSD_VerticalLogo_Grayscale_KO.eps,"Qualcomm Snapdragon Logo - Vertical, Grayscale, Reversed Text","Snapdragon, Logo, Vertical, Grayscale, Reverse, Text",Snapdragon,Logos,Grayscale,,,Elysia,9/11/2014,Elysia,11/12/2014,,,EPS,N/A,775kb
3133,QSD_HorizontalLogo_PMS.eps,"Qualcomm Snapdragon Logo - Horizontal, PMS, Full Color","Snapdragon, Logo, Horizontal, Pantone",Snapdragon,Logos,PMS,,,Elysia,9/11/2014,Elysia,6/24/2015,,,EPS,N/A,742kb
3134,QSD_VerticalLogo_PMS.eps,"Qualcomm Snapdragon Logo - Vertical, PMS, Full Color","Snapdragon, Logo, Vertical, Pantone",Snapdragon,Logos,PMS,,,Elysia,9/11/2014,Elysia,11/12/2014,,,EPS,N/A,895kb
3135,QSD_HorizontalLogo_PMS_KO.eps,"Qualcomm Snapdragon Logo - Horizontal, PMS, Reversed Text, Full Color","Snapdragon, Horizontal, Reverse, Text, Pantone",Snapdragon,Logos,PMS,,,Elysia,9/11/2014,Elysia,11/12/2014,,,EPS,N/A,729kb
